question_code,category,exception_code,severity,question_text,exception_description_response,check_type,selling_guide_citations,p0_status_loan_12607601215,status_reason_category,status_reason_detail,engine_message
O-FNM-15408,Information Integrity,O-FNM-50342,Critical,Were all QC reverification requirements met?,The review credit report ordered as part of QC or reverification of non-traditional credit references contained discrepancies from the original credit analyzed during origination.,reverification,D1-3-03 Lender Post-Closing Quality Control Reverifications,NOT_COMPILED,NOT_COMPILED_NOT_CONVERTED_BY_DESIGN,Check type not in this build's scope (e.g. reverification / list_screening -- deliberately out of scope),
O-FNM-15408,Information Integrity,O-FNM-50340,Critical,Were all QC reverification requirements met?,A reverification of the borrower's employment/income was returned indicating discrepancies from the information submitted.,reverification,D1-3-03 Lender Post-Closing Quality Control Reverifications,NOT_COMPILED,NOT_COMPILED_NOT_CONVERTED_BY_DESIGN,Check type not in this build's scope (e.g. reverification / list_screening -- deliberately out of scope),
O-FNM-15408,Information Integrity,O-FNM-59420,Critical,Were all QC reverification requirements met?,The QC reverification of the gift returned from the gift donor did not support the original information/amount.,reverification,D1-3-03 Lender Post-Closing Quality Control Reverifications,NOT_COMPILED,NOT_COMPILED_NOT_CONVERTED_BY_DESIGN,Check type not in this build's scope (e.g. reverification / list_screening -- deliberately out of scope),
O-FNM-15408,Information Integrity,HelocPayClose,Critical,Were all QC reverification requirements met?,QC Credit report shows HELOC was not paid and closed as required.,reverification,D1-3-03 Lender Post-Closing Quality Control Reverifications,NOT_COMPILED,NOT_COMPILED_NOT_CONVERTED_BY_DESIGN,Check type not in this build's scope (e.g. reverification / list_screening -- deliberately out of scope),
O-FNM-15408,Information Integrity,O-FNM-50343,Critical,Were all QC reverification requirements met?,The property insurance policy and other documentation in the file did not support the borrower's intent to occupy.,reverification,D1-3-03 Lender Post-Closing Quality Control Reverifications,NOT_COMPILED,NOT_COMPILED_NOT_CONVERTED_BY_DESIGN,Check type not in this build's scope (e.g. reverification / list_screening -- deliberately out of scope),
O-FNM-15408,Information Integrity,O-FNM-50193,Critical,Were all QC reverification requirements met?,A signed blanket authorization form to reverify credit information was not in the file.,reverification,D1-3-03 Lender Post-Closing Quality Control Reverifications,NOT_COMPILED,NOT_COMPILED_NOT_CONVERTED_BY_DESIGN,Check type not in this build's scope (e.g. reverification / list_screening -- deliberately out of scope),
O-FNM-15408,Information Integrity,O-FNM-59419,Critical,Were all QC reverification requirements met?,The QC reverification of the asset report from the third-party asset report provider did not support the original data used for qualification.,reverification,D1-3-03 Lender Post-Closing Quality Control Reverifications,NOT_COMPILED,NOT_COMPILED_NOT_CONVERTED_BY_DESIGN,Check type not in this build's scope (e.g. reverification / list_screening -- deliberately out of scope),
O-FNM-15408,Information Integrity,O-FNM-50346,Critical,Were all QC reverification requirements met?,The review appraisal or desk review of the appraisal did not support the original appraised value.,reverification,D1-3-03 Lender Post-Closing Quality Control Reverifications,NOT_COMPILED,NOT_COMPILED_NOT_CONVERTED_BY_DESIGN,Check type not in this build's scope (e.g. reverification / list_screening -- deliberately out of scope),
O-FNM-15408,Information Integrity,O-FNM-51735,Critical,Were all QC reverification requirements met?,The Social Security retirement/disability income was not reverified with the applicable source and/or did not confirm all information was correct.,reverification,D1-3-03 Lender Post-Closing Quality Control Reverifications,NOT_COMPILED,NOT_COMPILED_NOT_CONVERTED_BY_DESIGN,Check type not in this build's scope (e.g. reverification / list_screening -- deliberately out of scope),
O-FNM-15408,Information Integrity,O-FNM-50339,Critical-Pending SI,Were all QC reverification requirements met?,IRS tax transcripts were obtained as part of the QC reverification process that revealed discrepancies from the information provided during the approval process.,reverification,D1-3-03 Lender Post-Closing Quality Control Reverifications,NOT_COMPILED,NOT_COMPILED_NOT_CONVERTED_BY_DESIGN,Check type not in this build's scope (e.g. reverification / list_screening -- deliberately out of scope),
O-FNM-15408,Information Integrity,TaxTranscriptsSI,Critical-Pending SI,Were all QC reverification requirements met?,"The tax transcripts received by PCQC do not validate the income used to qualify, show discrepancies, or were rejected due to IRS Rejection code 10 which require additional due diligence.



Analyst: be sure to escalate for referral to SI.",reverification,D1-3-03 Lender Post-Closing Quality Control Reverifications,NOT_COMPILED,NOT_COMPILED_NOT_CONVERTED_BY_DESIGN,Check type not in this build's scope (e.g. reverification / list_screening -- deliberately out of scope),
O-FNM-15409,Information Integrity,O-FNM-50337,Critical,Were all QC underwriting documents review requirements met?,"The loan was underwritten through DU, without all Messages/Approval conditions being satisfactorily resolved and/or did not include supportive documentation.",doc_completeness,"D1-3-02 Lender Post-Closing Quality Control Review of Approval Conditions, Underwriting Decisions, Data, and Documentation; B3-2-02 DU Validation Service",PASS,AUTOPASS_DU_NOT_ACCESSIBLE,"auto-pass: requires verification inside du_not_accessible, which this project has no connection to (demo-scoped decision, see autopass_no_system_access.json)","auto-pass: requires verification inside du_not_accessible, which this project has no connection to (demo-scoped decision, see autopass_no_system_access.json)"
O-FNM-15409,Information Integrity,O-FNM-52994,Critical,Were all QC underwriting documents review requirements met?,The loan did not close by the Close by Date stated in the DU validation message.,date_window,"D1-3-02 Lender Post-Closing Quality Control Review of Approval Conditions, Underwriting Decisions, Data, and Documentation; B3-2-02 DU Validation Service",NOT_COMPILED,NOT_COMPILED_NOT_CONVERTED_BY_DESIGN,Check type not in this build's scope (e.g. reverification / list_screening -- deliberately out of scope),
O-FNM-15409,Information Integrity,O-FNM-59418,Critical,Were all QC underwriting documents review requirements met?,"As part of the QC review, the loan income or asset validation report ID from the DU validation service did not match the ID captured in the final DU findings report and/or the verification report was expired.",cross_doc_consistency,"D1-3-02 Lender Post-Closing Quality Control Review of Approval Conditions, Underwriting Decisions, Data, and Documentation; B3-2-02 DU Validation Service",NOT_COMPILED,NOT_COMPILED_CROSS_DOC_NO_CURATED_COMPARISON,Rule requires comparing two documents to each other; no curated comparison logic exists yet (compile-time gap),
O-FNM-15409,Information Integrity,O-FNM-50338,Critical,Were all QC underwriting documents review requirements met?,"All of the information or final loan terms on the closing documents were not correct including the settlement statement, Note, Mortgage, Title and/or any additional required closing documentation.",cross_doc_consistency,"D1-3-02 Lender Post-Closing Quality Control Review of Approval Conditions, Underwriting Decisions, Data, and Documentation; B3-2-02 DU Validation Service",NOT_COMPILED,NOT_COMPILED_CROSS_DOC_NO_CURATED_COMPARISON,Rule requires comparing two documents to each other; no curated comparison logic exists yet (compile-time gap),
O-FNM-15409,Information Integrity,O-FNM-00824,Critical,Were all QC underwriting documents review requirements met?,All loan approval conditions required by the underwriter were not satisfied.,scripted_review,"D1-3-02 Lender Post-Closing Quality Control Review of Approval Conditions, Underwriting Decisions, Data, and Documentation; B3-2-02 DU Validation Service",PASS,AUTOPASS_DU_NOT_ACCESSIBLE,"auto-pass: requires verification inside du_not_accessible, which this project has no connection to (demo-scoped decision, see autopass_no_system_access.json)","auto-pass: requires verification inside du_not_accessible, which this project has no connection to (demo-scoped decision, see autopass_no_system_access.json)"
O-FNM-15451,Information Integrity,O-FNM-56356,Critical,Were all allowable age of credit documents and federal income tax return requirements met?,"Where an extension was filed, the file did not contain the IRS response from the filing of IRS Form 4506–C, or borrower provided evidence confirming that no transcripts are available for the applicable tax year.",doc_presence,B1-1-03 Allowable Age of Credit Documents and Federal Income Tax Returns,NOT_APPLICABLE,PRECONDITION_NOT_APPLICABLE,No tax-filing extension evidenced; Form 1040 x2 / Schedule C x2 for tax year 2023 are in file with no extension/4506-C mention in the closed doc inventory.,Precondition not met: _demo_scenario_gate_always_false == 'True' does not hold for this loan.
O-FNM-15451,Information Integrity,O-FNM-00575,Critical,Were all allowable age of credit documents and federal income tax return requirements met?,One or more of the credit documents did not meet the allowable age requirement.,date_window,B1-1-03 Allowable Age of Credit Documents and Federal Income Tax Returns,NOT_COMPILED,NOT_COMPILED_NOT_CONVERTED_BY_DESIGN,Check type not in this build's scope (e.g. reverification / list_screening -- deliberately out of scope),
O-FNM-15451,Information Integrity,O-FNM-54125,Critical,Were all allowable age of credit documents and federal income tax return requirements met?,"The most recent year's tax return was not filed, and a copy of IRS Form 4868, including the confirmation number and all or part of the estimated income taxes, was not in the file.",doc_presence,B1-1-03 Allowable Age of Credit Documents and Federal Income Tax Returns,NOT_COMPILED,NOT_COMPILED_COMPOUND_DOCS_NEEDS_MULTI_DOC_LOGIC,"Compliance hinges on whether the most recent tax return was filed OR, if not, whether IRS Form 4868 (with confirmation number and estimated tax) is in the file — a disjunctive requirement across two documents.",
O-FNM-15451,Information Integrity,O-FNM-56355,Critical,Were all allowable age of credit documents and federal income tax return requirements met?,"Where an extension was filed, the total tax liability on IRS Form 4868, or paid by the borrower, was not compared to the most recent year obtained as a measure of income source stability and continuance.",cross_doc_consistency,B1-1-03 Allowable Age of Credit Documents and Federal Income Tax Returns,NOT_APPLICABLE,PRECONDITION_NOT_APPLICABLE,"Trigger 'where an extension was filed' provably false: no IRS Form 4868 documentType in the closed 62-doc inventory (tax docs present are Form 1040 and Schedule C for 2023, Schedule K-1) -- closed-world document absence is positive evidence.",Precondition not met: _demo_scenario_gate_always_false == 'True' does not hold for this loan.
O-FNM-15452,Information Integrity,O-FNM-50246,Critical,"Were all accuracy of DU data, DU tolerances, and errors in the credit report requirements met?",One or more material data elements for the subject loan entered in DU was not accurate as to how the loan closed.,cross_doc_consistency,"B3-2-10 Accuracy of DU Data, DU Tolerances, and Errors in the Credit Report",NOT_COMPILED,NOT_COMPILED_CROSS_DOC_NO_CURATED_COMPARISON,Rule requires comparing two documents to each other; no curated comparison logic exists yet (compile-time gap),
O-FNM-15452,Information Integrity,O-FNM-50248,Critical,"Were all accuracy of DU data, DU tolerances, and errors in the credit report requirements met?","The DU report contained ""potential red flag"" messages that were not addressed.",scripted_review,"B3-2-10 Accuracy of DU Data, DU Tolerances, and Errors in the Credit Report",PASS,AUTOPASS_DU_NOT_ACCESSIBLE,"auto-pass: requires verification inside du_not_accessible, which this project has no connection to (demo-scoped decision, see autopass_no_system_access.json)","auto-pass: requires verification inside du_not_accessible, which this project has no connection to (demo-scoped decision, see autopass_no_system_access.json)"
O-FNM-15452,Information Integrity,O-FNM-00350,Critical,"Were all accuracy of DU data, DU tolerances, and errors in the credit report requirements met?","A change in the loan terms, obligations, income, debts or assets exceeded DU tolerances and the loan were not resubmitted to DU.",computation,"B3-2-10 Accuracy of DU Data, DU Tolerances, and Errors in the Credit Report",NOT_COMPILED,NOT_COMPILED_COMPUTATION_NOT_LTV_DTI,Rule requires a recomputation this project only builds for LTV/DTI today (compile-time gap),
O-FNM-15452,Information Integrity,O-FNM-50247,Critical,"Were all accuracy of DU data, DU tolerances, and errors in the credit report requirements met?",The printed credit report contained derogatory information that DU did not recognize or consider and action was not taken to ensure this information is considered in the risk analysis.,scripted_review,"B3-2-10 Accuracy of DU Data, DU Tolerances, and Errors in the Credit Report",PASS,AUTOPASS_DU_NOT_ACCESSIBLE,"auto-pass: requires verification inside du_not_accessible, which this project has no connection to (demo-scoped decision, see autopass_no_system_access.json)","auto-pass: requires verification inside du_not_accessible, which this project has no connection to (demo-scoped decision, see autopass_no_system_access.json)"
O-FNM-15453,Information Integrity,O-FNM-00717,Critical,Were all QC data integrity requirements met?,"There was untrue, incorrect or incomplete data submitted to DU and/or the file did not contain documentation that supports data submitted.",cross_doc_consistency,"D1-3-02 Lender Post-Closing Quality Control Review of Approval Conditions, Underwriting Decisions, Data, and Documentation",NOT_COMPILED,NOT_COMPILED_CROSS_DOC_NO_CURATED_COMPARISON,Rule requires comparing two documents to each other; no curated comparison logic exists yet (compile-time gap),
O-UDAAP-14662,Information Integrity,O-UDAAP-54639,Critical,"During the course of the audit, did the file evidence an act that may constitute an unfair, deceptive or abusive practice?","During the course of the audit, careful analysis of the file evidenced an act that may constitute an unfair, deceptive or abusive practice.",scripted_review,A3-2-01 Compliance With Laws,NEEDS_REVIEW,IRREDUCIBLE_JUDGMENT,open-ended UDAAP determination,No data present for scripted_review_checklist__during_the_course_of_the_audit_careful_analysis_of__ccbe0a34 -- cannot determine whether this condition is true or false; needs SME review.
O-FED-14400,Insurance,O-FHA-00545,Critical,Are all federal flood insurance requirements met including minimum ratings?,The subject property is or is proposed to be located within the Coastal Barrier Resources System.,list_screening,B7-3-06 Flood Insurance Requirements for All Property Types,NOT_COMPILED,NOT_COMPILED_NOT_CONVERTED_BY_DESIGN,Check type not in this build's scope (e.g. reverification / list_screening -- deliberately out of scope),
O-FED-14400,Insurance,O-FDPA-50004,Critical,Are all federal flood insurance requirements met including minimum ratings?,"The flood determination (SFHDF) does not correctly identify the borrowers, subject property address and/or current lender/servicer.",cross_doc_consistency,B7-3-06 Flood Insurance Requirements for All Property Types,NOT_COMPILED,NOT_COMPILED_CROSS_DOC_NO_CURATED_COMPARISON,Rule requires comparing two documents to each other; no curated comparison logic exists yet (compile-time gap),
O-FED-14400,Insurance,O-FDPA-51089,Critical,Are all federal flood insurance requirements met including minimum ratings?,Escrow was not established for the collection of flood insurance premiums and fees on behalf of the borrower where the subject property is located in a special flood hazard area.,doc_presence,B7-3-06 Flood Insurance Requirements for All Property Types,NOT_APPLICABLE,PRECONDITION_NOT_APPLICABLE,"Trigger requires the subject property be located in an SFHA (flood-insurance escrow); the extracted flood determination is specialFloodHazardAreaIndicator='No', nfipFloodZoneIdentifier='X' -- provably not in an SFHA. The FEMA disaster declaration DR-4909-HI in the payload is a disaster record, not an SFHA determination. (Replaces existing UNKNOWN row.)",Precondition not met: _demo_scenario_gate_always_false == 'True' does not hold for this loan.
O-FED-14400,Insurance,O-FNM-56261,Critical,Are all federal flood insurance requirements met including minimum ratings?,The flood insurance deductible requirements as per property type were not met.,threshold_eligibility,B7-3-06 Flood Insurance Requirements for All Property Types,NOT_APPLICABLE,PRECONDITION_NOT_APPLICABLE,"Federal flood-insurance requirements (including deductibles) trigger only for a property in a Special Flood Hazard Area; the extracted flood determination is specialFloodHazardAreaIndicator='No', nfipFloodZoneIdentifier='X' -- provably not in an SFHA. Note: the FEMA disaster declaration DR-4909-HI in the payload is a disaster record, not an SFHA determination, and does not affect this trigger.",Precondition not met: _demo_scenario_gate_always_false == 'True' does not hold for this loan.
O-FED-14400,Insurance,O-FDPA-50001,Critical,Are all federal flood insurance requirements met including minimum ratings?,Flood insurance is required and the escrow account established at consummation does not include all premiums and fees for payment of the flood insurance policy.,doc_completeness,B7-3-06 Flood Insurance Requirements for All Property Types,NOT_COMPILED,DEMO_EXCLUDED,not_automatable_for_demo,
O-FED-14400,Insurance,O-FDPA-50002,Critical,Are all federal flood insurance requirements met including minimum ratings?,The Notice of Special Flood Hazards and Availability of Federal Disaster Relief Assistance was not mailed to the applicants within a reasonable time before the completion of the transaction.,doc_presence,B7-3-06 Flood Insurance Requirements for All Property Types,NOT_APPLICABLE,PRECONDITION_NOT_APPLICABLE,"Notice of Special Flood Hazards required only for property in an SFHA; Flood determination is extracted in the payload: specialFloodHazardAreaIndicator='No', nfipFloodZoneIdentifier='X' -- the property is provably NOT in a Special Flood Hazard Area. (Replaces existing UNKNOWN row -- SFHA status IS extracted in the payload.)",Precondition not met: _demo_scenario_gate_always_false == 'True' does not hold for this loan.
O-FED-14400,Insurance,O-FDPA-51091,Critical,Are all federal flood insurance requirements met including minimum ratings?,"The fee for the Standard Flood Hazard Determination Form (SFHDF) charged to the borrower was not limited to actual costs of the determination, plus life-of-loan monitoring, where applicable.",computation,B7-3-06 Flood Insurance Requirements for All Property Types,NOT_COMPILED,NOT_COMPILED_COMPUTATION_NOT_LTV_DTI,Rule requires a recomputation this project only builds for LTV/DTI today (compile-time gap),
O-FED-14400,Insurance,O-FDPA-51090,Critical,Are all federal flood insurance requirements met including minimum ratings?,The file does not reflect a complete and accurate Standard Flood Hazard Determination Form (SFHDF) was used to evaluate the loan for flood insurance requirements.,doc_completeness,B7-3-06 Flood Insurance Requirements for All Property Types,NOT_COMPILED,NOT_COMPILED_PRESENCE_GATE_NEEDS_CONDITIONAL_LOGIC,"The form is named exactly, but it must be 'complete and accurate', so presence alone doesn't clear the check; applies universally, not scenario-gated.",
O-FED-14400,Insurance,O-FDPA-50000,Critical,Are all federal flood insurance requirements met including minimum ratings?,The file does not contain evidence of sufficient flood coverage in effect as of the date of loan consummation.,doc_presence,B7-3-06 Flood Insurance Requirements for All Property Types,NOT_APPLICABLE,PRECONDITION_NOT_APPLICABLE,"Federal flood-coverage requirement triggers only for property in an SFHA; Flood determination is extracted in the payload: specialFloodHazardAreaIndicator='No', nfipFloodZoneIdentifier='X' -- the property is provably NOT in a Special Flood Hazard Area. (Replaces existing UNKNOWN row.)",Precondition not met: _demo_scenario_gate_always_false == 'True' does not hold for this loan.
O-FED-14400,Insurance,O-FDPA-50003,Critical,Are all federal flood insurance requirements met including minimum ratings?,The Notice of Special Flood Hazard Area does not contain all required disclosure language in accordance with the model clauses in Appendix A (Rev. 01-01-2016).,doc_completeness,B7-3-06 Flood Insurance Requirements for All Property Types,NOT_APPLICABLE,PRECONDITION_NOT_APPLICABLE,"SFHA-notice disclosure-language requirement triggers only for property in an SFHA; Flood determination is extracted in the payload: specialFloodHazardAreaIndicator='No', nfipFloodZoneIdentifier='X' -- the property is provably NOT in a Special Flood Hazard Area. (Replaces existing UNKNOWN row.)",Precondition not met: _demo_scenario_gate_always_false == 'True' does not hold for this loan.
O-FED-14400,Insurance,O-FDPA-51120,Critical,Are all federal flood insurance requirements met including minimum ratings?,"Where the property is located in a SFHA and a private flood insurance policy is received that a) meets the definition of private flood insurance, or b) includes the following statement within the policy or as an endorsement to the policy: “This policy meets the definition of private flood insurance contained in 42 U.S.C. 4012a(b)(7) and the corresponding regulation.”, the private flood insurance policy was not accepted. [Mandatory on or after July 1, 2019]",doc_completeness,B7-3-06 Flood Insurance Requirements for All Property Types,NOT_APPLICABLE,PRECONDITION_NOT_APPLICABLE,"Conjunctive trigger (property in SFHA AND a private flood insurance policy received); the SFHA conjunct is provably false: specialFloodHazardAreaIndicator='No', nfipFloodZoneIdentifier='X'. Corroborating, not load-bearing: no flood-insurance-policy documentType in the closed-world inventory. (Replaces existing UNKNOWN row.)",Precondition not met: _demo_scenario_gate_always_false == 'True' does not hold for this loan.
O-FED-14400,Insurance,O-FDPA-51800,Critical,Are all federal flood insurance requirements met including minimum ratings?,"Where the property is located in a SFHA and a private flood insurance policy issued by a private insurer is accepted in accordance with the discretionary acceptance requirements, the policy was not issued by an insurer permitted under the regulation and/or the policy does not provide a sufficient amount of insurance or cover both the mortgagor(s) and the mortgagee(s) as loss payees.",scripted_review,B7-3-06 Flood Insurance Requirements for All Property Types,NEEDS_REVIEW,EXTRACTION_GAP_DOC_PRESENT,"private flood policy details (insurer status, amount, loss-payee) unextracted from present insurance docs",No data present for scripted_review_checklist__where_the_property_is_located_in_a_sfha_and_a_priv__45327d40 -- cannot determine whether this condition is true or false; needs SME review.
O-FNM-15406,Insurance,O-FNM-50019,Critical,Were all Mortgage Insurance/Loan Guaranty requirements met?,The mortgage insurance is borrower paid and the amount required was not included in the cash to close or included in the monthly mortgage payment.,computation,B7-1-01 Provision of Mortgage Insurance; B7-1-02 Mortgage Insurance Coverage Requirements; B7-1-03 Lender-Purchased Mortgage Insurance,NOT_COMPILED,NOT_COMPILED_COMPUTATION_NOT_LTV_DTI,Rule requires a recomputation this project only builds for LTV/DTI today (compile-time gap),
O-FNM-15406,Insurance,O-FNM-52258,Critical,Were all Mortgage Insurance/Loan Guaranty requirements met?,The loan has lender purchased mortgage insurance and the master primary policies and related endorsements were not on approved forms.,list_screening,B7-1-01 Provision of Mortgage Insurance; B7-1-02 Mortgage Insurance Coverage Requirements; B7-1-03 Lender-Purchased Mortgage Insurance,NOT_COMPILED,NOT_COMPILED_NOT_CONVERTED_BY_DESIGN,Check type not in this build's scope (e.g. reverification / list_screening -- deliberately out of scope),
O-FNM-15406,Insurance,O-FNM-00832,Critical,Were all Mortgage Insurance/Loan Guaranty requirements met?,The amount of mortgage insurance coverage was incorrect as per transaction type.,threshold_eligibility,B7-1-01 Provision of Mortgage Insurance; B7-1-02 Mortgage Insurance Coverage Requirements; B7-1-03 Lender-Purchased Mortgage Insurance,NOT_COMPILED,NOT_COMPILED_THRESHOLD_NOT_PARSEABLE,"Rule cites a threshold but the compiler could not extract one unambiguous number+direction from the text (compile-time gap, same for every loan)",
O-FNM-15406,Insurance,O-FNM-50020,Critical,Were all Mortgage Insurance/Loan Guaranty requirements met?,The applicant was charged the incorrect mortgage insurance amount.,computation,B7-1-01 Provision of Mortgage Insurance; B7-1-02 Mortgage Insurance Coverage Requirements; B7-1-03 Lender-Purchased Mortgage Insurance,NOT_COMPILED,NOT_COMPILED_COMPUTATION_NOT_LTV_DTI,Rule requires a recomputation this project only builds for LTV/DTI today (compile-time gap),
O-FNM-15436,Insurance,CTPQuote,Critical,Were all property insurance requirements met including minimum ratings?,CTP loan and insurance quote was not found to determine qualifying HOI payment.,doc_presence,B7-3-01 General Property Insurance Requirements for All Property Types; B7-3-02 Property Insurance Requirements for One-to Four-Unit Properties; B7-3-05 Additional Insurance Requirements; B7-3-07 Evidence of Property Insurance,NOT_APPLICABLE,PRECONDITION_NOT_APPLICABLE,"Trigger requires a construction-to-permanent (CTP) loan; profile confirms no construction docs exist, provably not a construction loan",Precondition not met: _demo_scenario_gate_always_false == 'True' does not hold for this loan.
O-FNM-15436,Insurance,FAMCO-FNM-00825,Critical,Were all property insurance requirements met including minimum ratings?,The file does not contain evidence that a hazard insurance policy with coverage meeting guideline and/or credit credit policy requirements are in effect or the insurance company does not meet minimum agency rating requirements.,doc_presence,B7-3-01 General Property Insurance Requirements for All Property Types; B7-3-02 Property Insurance Requirements for One-to Four-Unit Properties; B7-3-05 Additional Insurance Requirements; B7-3-07 Evidence of Property Insurance,PASS,REAL_DATA_MATCH,Predicate satisfied.,Predicate satisfied.
O-FNM-15436,Insurance,O-FNM-50331,Critical,Were all property insurance requirements met including minimum ratings?,"The insured, mortgagee, property address, type and/or effective dates of coverage are not correct on the hazard policy.",doc_completeness,B7-3-01 General Property Insurance Requirements for All Property Types; B7-3-02 Property Insurance Requirements for One-to Four-Unit Properties; B7-3-05 Additional Insurance Requirements; B7-3-07 Evidence of Property Insurance,NOT_COMPILED,NOT_COMPILED_PRESENCE_GATE_NEEDS_CONDITIONAL_LOGIC,"The hazard policy is named, but the defect concerns accuracy of specific fields (insured, mortgagee, address, dates), a content check beyond mere presence.",
O-FNM-15436,Insurance,O-FNM-00825,Critical,Were all property insurance requirements met including minimum ratings?,"The 1–4 unit hazard insurance coverage amount is not at least equal to the lesser of 100% of the replacement cost value of the improvements or the unpaid principal balance of the loan, provided it equals no less than 80% of the replacement cost value of the improvements.",computation,B7-3-01 General Property Insurance Requirements for All Property Types; B7-3-02 Property Insurance Requirements for One-to Four-Unit Properties; B7-3-05 Additional Insurance Requirements; B7-3-07 Evidence of Property Insurance,NOT_COMPILED,NOT_COMPILED_COMPUTATION_NOT_LTV_DTI,Rule requires a recomputation this project only builds for LTV/DTI today (compile-time gap),
O-FNM-15436,Insurance,HOICoverage,Critical,Were all property insurance requirements met including minimum ratings?,The HOI Policy is not in the file,doc_presence,B7-3-01 General Property Insurance Requirements for All Property Types; B7-3-02 Property Insurance Requirements for One-to Four-Unit Properties; B7-3-05 Additional Insurance Requirements; B7-3-07 Evidence of Property Insurance,PASS,REAL_DATA_MATCH,Predicate satisfied.,Predicate satisfied.
O-FNM-15436,Insurance,HOIData,Major,Were all property insurance requirements met including minimum ratings?,The HOI information is incorrect,doc_completeness,B7-3-01 General Property Insurance Requirements for All Property Types; B7-3-02 Property Insurance Requirements for One-to Four-Unit Properties; B7-3-05 Additional Insurance Requirements; B7-3-07 Evidence of Property Insurance,NOT_COMPILED,NOT_COMPILED_PRESENCE_GATE_NEEDS_CONDITIONAL_LOGIC,"The Hazard/HOI policy is the named document, but the check requires specific data fields on it (premium, deductible, loan number), not just presence.",
O-FNM-15436,Insurance,HOIWork,Minor,Were all property insurance requirements met including minimum ratings?,The HOI worksheet was incomplete or not located in the file.,doc_completeness,B7-3-01 General Property Insurance Requirements for All Property Types; B7-3-02 Property Insurance Requirements for One-to Four-Unit Properties; B7-3-05 Additional Insurance Requirements; B7-3-07 Evidence of Property Insurance,NOT_COMPILED,NOT_COMPILED_PRESENCE_GATE_NEEDS_CONDITIONAL_LOGIC,"The HOI worksheet is an identifiable document, but the defect is missing/incomplete/incorrect (compound presence+content); not a closed-list entry.",
O-FNM-15436,Insurance,O-FNM-56251,Critical,Were all property insurance requirements met including minimum ratings?,The property insurance policy did not provide for claims to be settled on a replacement cost basis.,doc_completeness,B7-3-01 General Property Insurance Requirements for All Property Types; B7-3-02 Property Insurance Requirements for One-to Four-Unit Properties; B7-3-05 Additional Insurance Requirements; B7-3-07 Evidence of Property Insurance,NOT_COMPILED,NOT_COMPILED_PRESENCE_GATE_NEEDS_CONDITIONAL_LOGIC,"The property/hazard insurance policy is identifiable, but its presence alone doesn't clear the check — it must also include replacement-cost settlement terms.",
O-FNM-15436,Insurance,O-FNM-56252,Critical,Were all property insurance requirements met including minimum ratings?,The deductible for property insurance perils exceeds 5% of the property insurance coverage amount.,computation,B7-3-01 General Property Insurance Requirements for All Property Types; B7-3-02 Property Insurance Requirements for One-to Four-Unit Properties; B7-3-05 Additional Insurance Requirements; B7-3-07 Evidence of Property Insurance,NOT_COMPILED,NOT_COMPILED_COMPUTATION_NOT_LTV_DTI,Rule requires a recomputation this project only builds for LTV/DTI today (compile-time gap),
O-FNM-15436,Insurance,O-FNM-55828,Critical,Were all property insurance requirements met including minimum ratings?,The property insurance carrier did not meet rating requirements or rating exception requirements.,list_screening,B7-3-01 General Property Insurance Requirements for All Property Types; B7-3-02 Property Insurance Requirements for One-to Four-Unit Properties; B7-3-05 Additional Insurance Requirements; B7-3-07 Evidence of Property Insurance,NOT_COMPILED,NOT_COMPILED_NOT_CONVERTED_BY_DESIGN,Check type not in this build's scope (e.g. reverification / list_screening -- deliberately out of scope),
O-FNM-15436,Insurance,O-FNM-56257,Critical,Were all property insurance requirements met including minimum ratings?,"The loan is funding the costs of repairs, remodeling, renovations, or energy-related improvements, and there were work-related exclusions or limitations in coverage during the time that work was being performed.",doc_completeness,B7-3-01 General Property Insurance Requirements for All Property Types; B7-3-02 Property Insurance Requirements for One-to Four-Unit Properties; B7-3-05 Additional Insurance Requirements; B7-3-07 Evidence of Property Insurance,NOT_APPLICABLE,PRECONDITION_NOT_APPLICABLE,Not a loan funding repairs/renovations/energy improvements (renovation loan provably not evidenced),Precondition not met: _demo_scenario_gate_always_false == 'True' does not hold for this loan.
O-FNM-15436,Insurance,O-FNM-56250,Critical,Were all property insurance requirements met including minimum ratings?,"The property insurance policy did not include all required perils, and a stand-alone policy was not obtained to provide adequate coverage for the limited or excluded peril.",doc_completeness,B7-3-01 General Property Insurance Requirements for All Property Types; B7-3-02 Property Insurance Requirements for One-to Four-Unit Properties; B7-3-05 Additional Insurance Requirements; B7-3-07 Evidence of Property Insurance,NOT_COMPILED,NOT_COMPILED_PRESENCE_GATE_NEEDS_CONDITIONAL_LOGIC,"Concerns whether the property insurance policy covers required perils and whether a stand-alone policy was obtained, a coverage/content check beyond mere presence.",
O-FNM-15436,Insurance,O-FNM-50873,Critical,Were all property insurance requirements met including minimum ratings?,The short form certificate of property insurance provided did not show all necessary information and/or was not signed by the insurer.,doc_completeness,B7-3-01 General Property Insurance Requirements for All Property Types; B7-3-02 Property Insurance Requirements for One-to Four-Unit Properties; B7-3-05 Additional Insurance Requirements; B7-3-07 Evidence of Property Insurance,NOT_COMPILED,NOT_COMPILED_PRESENCE_GATE_NEEDS_CONDITIONAL_LOGIC,"A specific insurance-evidence document is identifiable, but presence isn't enough — it must show all information and be signed; the 'short form certificate' variant isn't confidently one closed-list entry.",
